"SUID","interaction","MI","name","pvalue","selected","shared interaction","shared name"
"2283","interacts with","0.7098613440456956","miR-16-5p (interacts with) let-7b-5p","0.0","true","interacts with","miR-16-5p (interacts with) let-7b-5p"
"2284","interacts with","0.6965147447382055","miR-222-3p (interacts with) let-7b-5p","4.741615899916951E-8","true","interacts with","miR-222-3p (interacts with) let-7b-5p"
"2286","interacts with","0.6106405993844876","miR-30b-5p (interacts with) miR-145-5p","4.268585485078802E-12","true","interacts with","miR-30b-5p (interacts with) miR-145-5p"
"2288","interacts with","0.2786481809255147","let-7d-5p (interacts with) SULT1A1","2.774374250336109E-7","true","interacts with","let-7d-5p (interacts with) SULT1A1"
"2289","interacts with","0.8122478958249161","miR-19b-3p (interacts with) miR-222-3p","0.0","true","interacts with","miR-19b-3p (interacts with) miR-222-3p"
"2290","interacts with","0.16013545424868128","miR-145-5p (interacts with) CXCL11","4.268585485078802E-12","true","interacts with","miR-145-5p (interacts with) CXCL11"
"2291","interacts with","0.18442652370886622","miR-222-3p (interacts with) F2R","1.8852919225764708E-10","true","interacts with","miR-222-3p (interacts with) F2R"
"2292","interacts with","0.989888052702923","miR-126-3p (interacts with) miR-24-3p","0.0","true","interacts with","miR-126-3p (interacts with) miR-24-3p"
"2294","interacts with","0.5708681643839039","miR-92a-3p (interacts with) miR-320a","0.019120768117974585","true","interacts with","miR-92a-3p (interacts with) miR-320a"
"2297","interacts with","0.2609624326624868","miR-192-5p (interacts with) miR-574-3p","1.8852919225764708E-10","true","interacts with","miR-192-5p (interacts with) miR-574-3p"
"2298","interacts with","0.26882063923893645","miR-221-3p (interacts with) CXCL1","4.741615899916951E-8","true","interacts with","miR-221-3p (interacts with) CXCL1"
"2300","interacts with","0.15617051916546518","miR-324-5p (interacts with) PTX3","1.2350440670161333E-9","true","interacts with","miR-324-5p (interacts with) PTX3"
"2301","interacts with","0.7934928778436333","miR-221-3p (interacts with) miR-26a-5p","0.0","true","interacts with","miR-221-3p (interacts with) miR-26a-5p"
"2303","interacts with","0.28381692734465747","miR-122-5p (interacts with) RNY5-5p","0.0","true","interacts with","miR-122-5p (interacts with) RNY5-5p"
"2304","interacts with","0.3211593143678548","miR-150-5p (interacts with) miR-223-3p","0.0010065161030077263","true","interacts with","miR-150-5p (interacts with) miR-223-3p"
"2305","interacts with","0.14296109780511984","miR-192-5p (interacts with) CD274","4.339388370233621E-5","true","interacts with","miR-192-5p (interacts with) CD274"
"2306","interacts with","0.49216669503471766","miR-191-5p (interacts with) miR-130a-3p","0.019120768117974585","true","interacts with","miR-191-5p (interacts with) miR-130a-3p"
"2307","interacts with","0.6505731240500158","miR-222-3p (interacts with) miR-223-3p","0.0","true","interacts with","miR-222-3p (interacts with) miR-223-3p"
"2308","interacts with","0.6128100439831919","let-7d-5p (interacts with) miR-223-3p","4.741615899916951E-8","true","interacts with","let-7d-5p (interacts with) miR-223-3p"
"2309","interacts with","0.36037245047641797","miR-19b-3p (interacts with) SIRT2","4.339388370233621E-5","true","interacts with","miR-19b-3p (interacts with) SIRT2"
"2310","interacts with","0.14672580241896974","miR-324-5p (interacts with) PLAU","0.0","true","interacts with","miR-324-5p (interacts with) PLAU"
"2311","interacts with","0.7074445329765471","miR-320a (interacts with) miR-93-5p","0.0","true","interacts with","miR-320a (interacts with) miR-93-5p"
"2312","interacts with","0.46387317952600177","miR-191-5p (interacts with) SRC","2.774374250336109E-7","true","interacts with","miR-191-5p (interacts with) SRC"
"2313","interacts with","0.4921774174781313","miR-24-3p (interacts with) IKBKG","7.114309141798003E-13","true","interacts with","miR-24-3p (interacts with) IKBKG"
"2314","interacts with","0.14041033767127475","miR-192-5p (interacts with) IL10RA","0.019120768117974585","true","interacts with","miR-192-5p (interacts with) IL10RA"
"2315","interacts with","0.660463461014598","miR-24-3p (interacts with) miR-221-3p","1.2350440670161333E-9","true","interacts with","miR-24-3p (interacts with) miR-221-3p"
"2317","interacts with","0.48355480034094533","miR-191-5p (interacts with) miR-223-5p","7.114309141798003E-13","true","interacts with","miR-191-5p (interacts with) miR-223-5p"
"2320","interacts with","0.20757802374244413","miR-28-5p (interacts with) miR-99b-5p","8.407341231198018E-6","true","interacts with","miR-28-5p (interacts with) miR-99b-5p"
"2321","interacts with","0.6871817325888442","miR-191-5p (interacts with) miR-223-3p","0.0","true","interacts with","miR-191-5p (interacts with) miR-223-3p"
"2322","interacts with","0.1345756870665896","miR-324-5p (interacts with) TNFRSF11B","4.339388370233621E-5","true","interacts with","miR-324-5p (interacts with) TNFRSF11B"
"2324","interacts with","0.20686067107694078","miR-885-5p (interacts with) miR-192-5p","0.0","true","interacts with","miR-885-5p (interacts with) miR-192-5p"
"2325","interacts with","1.024946396816616","miR-126-3p (interacts with) miR-223-3p","0.0","true","interacts with","miR-126-3p (interacts with) miR-223-3p"
"2326","interacts with","0.23367680062198523","miR-122-5p (interacts with) miR-192-5p","0.0","true","interacts with","miR-122-5p (interacts with) miR-192-5p"
"2327","interacts with","0.7062249827888081","let-7b-5p (interacts with) miR-16-5p","0.0","true","interacts with","let-7b-5p (interacts with) miR-16-5p"
"2329","interacts with","0.2934242848645969","miR-143-3p (interacts with) miR-145-5p","0.0","true","interacts with","miR-143-3p (interacts with) miR-145-5p"
"2330","interacts with","0.13216415695928055","miR-122-5p (interacts with) CSTB","2.1401936991427561E-4","true","interacts with","miR-122-5p (interacts with) CSTB"
"2331","interacts with","0.3945178479228085","miR-24-3p (interacts with) CD40LG","2.7745805653012212E-11","true","interacts with","miR-24-3p (interacts with) CD40LG"
"2332","interacts with","0.1513151065279613","miR-19b-3p (interacts with) IL6","0.0010065161030077263","true","interacts with","miR-19b-3p (interacts with) IL6"
"2333","interacts with","0.45427978516349937","miR-221-3p (interacts with) IKBKG","4.741615899916951E-8","true","interacts with","miR-221-3p (interacts with) IKBKG"
"2334","interacts with","0.3211880683422138","miR-223-3p (interacts with) miR-150-5p","0.0010065161030077263","true","interacts with","miR-223-3p (interacts with) miR-150-5p"
"2335","interacts with","0.6817816356957334","miR-19b-3p (interacts with) miR-130a-3p","0.0","true","interacts with","miR-19b-3p (interacts with) miR-130a-3p"
"2336","interacts with","0.4999679943113998","miR-130a-3p (interacts with) miR-191-5p","0.019120768117974585","true","interacts with","miR-130a-3p (interacts with) miR-191-5p"
"2337","interacts with","0.13885755560489568","miR-28-5p (interacts with) NPPB","0.004503347265718105","true","interacts with","miR-28-5p (interacts with) NPPB"
"2338","interacts with","0.7490409659004444","miR-26a-5p (interacts with) miR-20b-5p","0.019120768117974585","true","interacts with","miR-26a-5p (interacts with) miR-20b-5p"
"2339","interacts with","0.5060891828412951","miR-574-3p (interacts with) miR-29a-3p","1.559482886825947E-6","true","interacts with","miR-574-3p (interacts with) miR-29a-3p"
"2340","interacts with","0.46175799814321694","miR-24-3p (interacts with) EGF","0.0","true","interacts with","miR-24-3p (interacts with) EGF"
"2341","interacts with","0.7595841649700835","miR-30b-5p (interacts with) miR-140-5p","0.0","true","interacts with","miR-30b-5p (interacts with) miR-140-5p"
"2342","interacts with","0.1979908257618067","miR-375 (interacts with) miR-192-5p","0.0","true","interacts with","miR-375 (interacts with) miR-192-5p"
"2343","interacts with","0.516948997149082","miR-29a-3p (interacts with) miR-140-5p","0.0","true","interacts with","miR-29a-3p (interacts with) miR-140-5p"
"2344","interacts with","0.6713124028419306","miR-130a-3p (interacts with) miR-30b-5p","8.407341231198018E-6","true","interacts with","miR-130a-3p (interacts with) miR-30b-5p"
"2345","interacts with","0.5835562161464724","miR-574-3p (interacts with) miR-222-3p","0.0","true","interacts with","miR-574-3p (interacts with) miR-222-3p"
"2346","interacts with","0.3170673429642393","miR-150-5p (interacts with) miR-29a-3p","0.0010065161030077263","true","interacts with","miR-150-5p (interacts with) miR-29a-3p"
"2347","interacts with","0.5657106850490107","miR-191-5p (interacts with) miR-92a-3p","0.0","true","interacts with","miR-191-5p (interacts with) miR-92a-3p"
"2348","interacts with","0.6348859498824829","let-7d-5p (interacts with) miR-24-3p","7.114309141798003E-13","true","interacts with","let-7d-5p (interacts with) miR-24-3p"
"2349","interacts with","0.5028819739759557","miR-126-5p (interacts with) miR-24-3p","0.019120768117974585","true","interacts with","miR-126-5p (interacts with) miR-24-3p"
"2350","interacts with","0.7477610248567534","miR-20b-5p (interacts with) miR-26a-5p","0.019120768117974585","true","interacts with","miR-20b-5p (interacts with) miR-26a-5p"
"2351","interacts with","0.17467143655849918","miR-16-5p (interacts with) EIF4EBP1","2.1401936991427561E-4","true","interacts with","miR-16-5p (interacts with) EIF4EBP1"
"2352","interacts with","0.13541364564872976","miR-143-3p (interacts with) PTX3","0.019120768117974585","true","interacts with","miR-143-3p (interacts with) PTX3"
"2353","interacts with","0.6628315382102535","miR-30b-5p (interacts with) miR-130a-3p","2.774374250336109E-7","true","interacts with","miR-30b-5p (interacts with) miR-130a-3p"
"2354","interacts with","0.5923045388609381","miR-30b-5p (interacts with) let-7d-5p","7.796571388496432E-9","true","interacts with","miR-30b-5p (interacts with) let-7d-5p"
"2355","interacts with","0.14357543162146708","miR-375 (interacts with) TGFB1","7.796571388496432E-9","true","interacts with","miR-375 (interacts with) TGFB1"
"2356","interacts with","0.16073874112979444","miR-324-5p (interacts with) CSF1","0.0010065161030077263","true","interacts with","miR-324-5p (interacts with) CSF1"
"2357","interacts with","0.12766861358174955","miR-375 (interacts with) PTX3","4.741615899916951E-8","true","interacts with","miR-375 (interacts with) PTX3"
"2358","interacts with","0.42462838274593706","miR-99b-5p (interacts with) miR-222-3p","0.004503347265718105","true","interacts with","miR-99b-5p (interacts with) miR-222-3p"
"2359","interacts with","0.77108682074377","miR-140-5p (interacts with) miR-222-3p","0.0","true","interacts with","miR-140-5p (interacts with) miR-222-3p"
"2360","interacts with","0.6650947285423514","miR-92a-3p (interacts with) RNY4-5p","0.0","true","interacts with","miR-92a-3p (interacts with) RNY4-5p"
"2361","interacts with","0.4196463788231656","miR-191-5p (interacts with) EGF","2.774374250336109E-7","true","interacts with","miR-191-5p (interacts with) EGF"
"2362","interacts with","0.4653729092363229","miR-486-5p (interacts with) miR-92a-3p","2.774374250336109E-7","true","interacts with","miR-486-5p (interacts with) miR-92a-3p"
"2363","interacts with","0.5414659486871459","miR-92a-3p (interacts with) RNY4-3p","0.0","true","interacts with","miR-92a-3p (interacts with) RNY4-3p"
"2364","interacts with","0.7054879272722436","miR-93-5p (interacts with) miR-19b-3p","0.0","true","interacts with","miR-93-5p (interacts with) miR-19b-3p"
"2365","interacts with","0.14762122765897256","miR-324-5p (interacts with) IL10RA","0.019120768117974585","true","interacts with","miR-324-5p (interacts with) IL10RA"
"2366","interacts with","0.1475298457365497","miR-93-5p (interacts with) IL10RA","4.339388370233621E-5","true","interacts with","miR-93-5p (interacts with) IL10RA"
"2367","interacts with","0.5059889176239212","miR-29a-3p (interacts with) miR-574-3p","2.774374250336109E-7","true","interacts with","miR-29a-3p (interacts with) miR-574-3p"
"2368","interacts with","0.15925585580007184","let-7b-5p (interacts with) CDCP1","4.339388370233621E-5","true","interacts with","let-7b-5p (interacts with) CDCP1"
"2369","interacts with","0.4774508316858311","miR-24-3p (interacts with) PDGFB","0.0010065161030077263","true","interacts with","miR-24-3p (interacts with) PDGFB"
"2370","interacts with","0.6257576414674231","let-7d-5p (interacts with) miR-221-3p","0.019120768117974585","true","interacts with","let-7d-5p (interacts with) miR-221-3p"
"2371","interacts with","0.46498628450054813","miR-24-3p (interacts with) AXIN1","0.019120768117974585","true","interacts with","miR-24-3p (interacts with) AXIN1"
"2372","interacts with","0.5490229513898249","miR-223-5p (interacts with) RNY4-3p","0.0","true","interacts with","miR-223-5p (interacts with) RNY4-3p"
"2373","interacts with","0.16110604913687077","miR-26a-5p (interacts with) TNFRSF9","7.796571388496432E-9","true","interacts with","miR-26a-5p (interacts with) TNFRSF9"
"2374","interacts with","0.6267584952560497","miR-221-3p (interacts with) let-7d-5p","0.019120768117974585","true","interacts with","miR-221-3p (interacts with) let-7d-5p"
"2375","interacts with","0.2328673764965355","miR-191-5p (interacts with) SULT1A1","0.019120768117974585","true","interacts with","miR-191-5p (interacts with) SULT1A1"
"2376","interacts with","0.15393738600695767","miR-324-5p (interacts with) CCL11","0.019120768117974585","true","interacts with","miR-324-5p (interacts with) CCL11"
"2377","interacts with","0.15122745559833367","miR-192-5p (interacts with) MMP1","2.1401936991427561E-4","true","interacts with","miR-192-5p (interacts with) MMP1"
"2378","interacts with","0.2945480454254888","let-7d-5p (interacts with) CXCL1","0.0010065161030077263","true","interacts with","let-7d-5p (interacts with) CXCL1"
"2379","interacts with","0.13996565113349238","miR-122-5p (interacts with) TNFRSF10B","1.2350440670161333E-9","true","interacts with","miR-122-5p (interacts with) TNFRSF10B"
"2380","interacts with","0.5855593562465435","miR-222-3p (interacts with) miR-574-3p","0.0","true","interacts with","miR-222-3p (interacts with) miR-574-3p"
"2381","interacts with","0.47762797222096365","miR-885-5p (interacts with) miR-122-5p","0.0","true","interacts with","miR-885-5p (interacts with) miR-122-5p"
"2382","interacts with","0.1520541871736606","miR-192-5p (interacts with) F3","2.1401936991427561E-4","true","interacts with","miR-192-5p (interacts with) F3"
"2383","interacts with","0.5750444323677206","miR-30b-5p (interacts with) miR-574-3p","1.2350440670161333E-9","true","interacts with","miR-30b-5p (interacts with) miR-574-3p"
"2384","interacts with","0.560017978292522","miR-92a-3p (interacts with) miR-93-5p","0.0","true","interacts with","miR-92a-3p (interacts with) miR-93-5p"
"2385","interacts with","0.20837901515469848","miR-99b-5p (interacts with) miR-28-5p","8.407341231198018E-6","true","interacts with","miR-99b-5p (interacts with) miR-28-5p"
"2386","interacts with","0.49530804031026954","miR-223-5p (interacts with) RNY4-5p","1.8852919225764708E-10","true","interacts with","miR-223-5p (interacts with) RNY4-5p"
"2387","interacts with","0.6831855498243717","miR-191-5p (interacts with) miR-24-3p","0.0","true","interacts with","miR-191-5p (interacts with) miR-24-3p"
"2388","interacts with","0.16080156131556478","miR-30b-5p (interacts with) VEGFD","0.004503347265718105","true","interacts with","miR-30b-5p (interacts with) VEGFD"
"2389","interacts with","0.13648174353734827","miR-28-5p (interacts with) CDCP1","2.774374250336109E-7","true","interacts with","miR-28-5p (interacts with) CDCP1"
"2390","interacts with","0.7068291435896514","miR-93-5p (interacts with) miR-20b-5p","0.0","true","interacts with","miR-93-5p (interacts with) miR-20b-5p"
"2391","interacts with","0.4296063289654296","miR-221-3p (interacts with) EGF","7.796571388496432E-9","true","interacts with","miR-221-3p (interacts with) EGF"
"2392","interacts with","0.46404757463045815","let-7d-5p (interacts with) IKBKG","0.004503347265718105","true","interacts with","let-7d-5p (interacts with) IKBKG"
"2393","interacts with","0.15988239841906715","miR-324-5p (interacts with) CD40","7.796571388496432E-9","true","interacts with","miR-324-5p (interacts with) CD40"
"2394","interacts with","0.6556366123618539","miR-221-3p (interacts with) miR-130a-3p","0.004503347265718105","true","interacts with","miR-221-3p (interacts with) miR-130a-3p"
"2395","interacts with","0.7704695872571317","miR-140-5p (interacts with) miR-19b-3p","0.0","true","interacts with","miR-140-5p (interacts with) miR-19b-3p"
"2396","interacts with","0.6828871535237795","miR-130a-3p (interacts with) miR-19b-3p","0.0","true","interacts with","miR-130a-3p (interacts with) miR-19b-3p"
"2397","interacts with","1.0056245688929581","miR-20b-5p (interacts with) miR-19b-3p","0.0","true","interacts with","miR-20b-5p (interacts with) miR-19b-3p"
"2398","interacts with","0.17988404408463887","miR-92a-3p (interacts with) miR-122-5p","0.0010065161030077263","true","interacts with","miR-92a-3p (interacts with) miR-122-5p"
"2399","interacts with","0.830847481300573","miR-19b-3p (interacts with) miR-30b-5p","0.0","true","interacts with","miR-19b-3p (interacts with) miR-30b-5p"
"2400","interacts with","0.6967049261034807","miR-130a-3p (interacts with) miR-26a-5p","2.774374250336109E-7","true","interacts with","miR-130a-3p (interacts with) miR-26a-5p"
"2401","interacts with","0.3019308064613307","miR-145-5p (interacts with) miR-143-3p","0.0","true","interacts with","miR-145-5p (interacts with) miR-143-3p"
"2402","interacts with","1.0673327339685112","miR-223-3p (interacts with) miR-24-3p","0.0","true","interacts with","miR-223-3p (interacts with) miR-24-3p"
"2403","interacts with","0.4925855558182036","miR-99b-5p (interacts with) miR-30b-5p","4.339388370233621E-5","true","interacts with","miR-99b-5p (interacts with) miR-30b-5p"
"2404","interacts with","0.14317835729400183","miR-324-5p (interacts with) CCL2","1.559482886825947E-6","true","interacts with","miR-324-5p (interacts with) CCL2"
"2405","interacts with","0.7607008320866698","miR-140-5p (interacts with) miR-30b-5p","0.0","true","interacts with","miR-140-5p (interacts with) miR-30b-5p"
"2406","interacts with","0.4492675503834323","miR-191-5p (interacts with) AXIN1","2.7745805653012212E-11","true","interacts with","miR-191-5p (interacts with) AXIN1"
"2407","interacts with","0.5842206912193519","miR-574-3p (interacts with) miR-30b-5p","2.774374250336109E-7","true","interacts with","miR-574-3p (interacts with) miR-30b-5p"
"2408","interacts with","0.4252620757410402","miR-222-3p (interacts with) miR-99b-5p","0.019120768117974585","true","interacts with","miR-222-3p (interacts with) miR-99b-5p"
"2409","interacts with","0.1975135983534268","miR-28-5p (interacts with) miR-27b-3p","0.0","true","interacts with","miR-28-5p (interacts with) miR-27b-3p"
"2410","interacts with","0.11637592764479138","miR-28-5p (interacts with) VEGFA","2.774374250336109E-7","true","interacts with","miR-28-5p (interacts with) VEGFA"
"2411","interacts with","0.16889014820328102","miR-486-5p (interacts with) EIF4EBP1","4.339388370233621E-5","true","interacts with","miR-486-5p (interacts with) EIF4EBP1"
"2412","interacts with","0.7066535622429522","miR-20b-5p (interacts with) miR-93-5p","0.0","true","interacts with","miR-20b-5p (interacts with) miR-93-5p"
"2413","interacts with","0.8198573123641182","miR-19b-3p (interacts with) miR-26a-5p","7.114309141798003E-13","true","interacts with","miR-19b-3p (interacts with) miR-26a-5p"
"2414","interacts with","0.47889928620027755","miR-30b-5p (interacts with) miR-99b-5p","8.407341231198018E-6","true","interacts with","miR-30b-5p (interacts with) miR-99b-5p"
"2415","interacts with","0.45282665128790495","miR-99b-5p (interacts with) miR-19b-3p","0.019120768117974585","true","interacts with","miR-99b-5p (interacts with) miR-19b-3p"
"2416","interacts with","0.6995623821523459","let-7b-5p (interacts with) miR-222-3p","2.774374250336109E-7","true","interacts with","let-7b-5p (interacts with) miR-222-3p"
"2417","interacts with","0.13574383132327741","miR-122-5p (interacts with) RNASE3","2.1401936991427561E-4","true","interacts with","miR-122-5p (interacts with) RNASE3"
"2418","interacts with","0.16647620355377685","miR-150-5p (interacts with) miR-122-5p","0.004503347265718105","true","interacts with","miR-150-5p (interacts with) miR-122-5p"
"2419","interacts with","0.17922408448820287","miR-122-5p (interacts with) miR-92a-3p","0.004503347265718105","true","interacts with","miR-122-5p (interacts with) miR-92a-3p"
"2420","interacts with","0.15512713239281345","miR-324-5p (interacts with) GDNF","1.8852919225764708E-10","true","interacts with","miR-324-5p (interacts with) GDNF"
"2421","interacts with","0.24694162952918786","miR-21-5p (interacts with) RNY5-5p","0.019120768117974585","true","interacts with","miR-21-5p (interacts with) RNY5-5p"
"2422","interacts with","0.14476301493641827","miR-192-5p (interacts with) CCL23","0.0010065161030077263","true","interacts with","miR-192-5p (interacts with) CCL23"
"2423","interacts with","0.4856140020716451","miR-223-5p (interacts with) miR-92a-3p","7.114309141798003E-13","true","interacts with","miR-223-5p (interacts with) miR-92a-3p"
"2424","interacts with","0.4019906500258281","let-7d-5p (interacts with) CD40LG","0.019120768117974585","true","interacts with","let-7d-5p (interacts with) CD40LG"
"2425","interacts with","0.143150301080628","miR-122-5p (interacts with) TNFRSF1A","4.741615899916951E-8","true","interacts with","miR-122-5p (interacts with) TNFRSF1A"
"2426","interacts with","0.17206549439903","miR-30b-5p (interacts with) CD40","4.741615899916951E-8","true","interacts with","miR-30b-5p (interacts with) CD40"
"2427","interacts with","0.13830933719863922","miR-28-5p (interacts with) TGFA","0.0","true","interacts with","miR-28-5p (interacts with) TGFA"
"2428","interacts with","0.8084677090967779","miR-222-3p (interacts with) miR-19b-3p","0.0","true","interacts with","miR-222-3p (interacts with) miR-19b-3p"
"2429","interacts with","0.732533544958855","let-7b-5p (interacts with) miR-19b-3p","1.2350440670161333E-9","true","interacts with","let-7b-5p (interacts with) miR-19b-3p"
"2430","interacts with","0.702580801812765","miR-93-5p (interacts with) miR-320a","0.0","true","interacts with","miR-93-5p (interacts with) miR-320a"
"2431","interacts with","0.7056383009336317","miR-320a (interacts with) miR-126-3p","4.741615899916951E-8","true","interacts with","miR-320a (interacts with) miR-126-3p"
"2432","interacts with","0.35752496343544965","miR-324-5p (interacts with) miR-130a-3p","4.741615899916951E-8","true","interacts with","miR-324-5p (interacts with) miR-130a-3p"
"2433","interacts with","0.1943026002439729","miR-192-5p (interacts with) miR-375","0.0","true","interacts with","miR-192-5p (interacts with) miR-375"
"2434","interacts with","0.14635170574450307","miR-145-5p (interacts with) CCL23","0.019120768117974585","true","interacts with","miR-145-5p (interacts with) CCL23"
"2435","interacts with","0.5128042351297712","miR-222-3p (interacts with) miR-29a-3p","0.0010065161030077263","true","interacts with","miR-222-3p (interacts with) miR-29a-3p"
"2436","interacts with","0.1236765882489364","miR-27b-3p (interacts with) FGF19","0.0010065161030077263","true","interacts with","miR-27b-3p (interacts with) FGF19"
"2437","interacts with","0.591783236004018","miR-126-3p (interacts with) let-7d-5p","0.0010065161030077263","true","interacts with","miR-126-3p (interacts with) let-7d-5p"
"2438","interacts with","0.13164912819923683","miR-122-5p (interacts with) SPON1","0.004503347265718105","true","interacts with","miR-122-5p (interacts with) SPON1"
"2439","interacts with","0.19246555536472723","miR-27b-3p (interacts with) miR-28-5p","0.0","true","interacts with","miR-27b-3p (interacts with) miR-28-5p"
"2440","interacts with","0.15626717535145476","miR-122-5p (interacts with) PLAT","8.407341231198018E-6","true","interacts with","miR-122-5p (interacts with) PLAT"
"2441","interacts with","0.14367272390727756","miR-150-5p (interacts with) CD244","0.0010065161030077263","true","interacts with","miR-150-5p (interacts with) CD244"
"2442","interacts with","0.7515821359385522","miR-20b-5p (interacts with) let-7b-5p","0.0","true","interacts with","miR-20b-5p (interacts with) let-7b-5p"
"2443","interacts with","0.1452544643178843","miR-223-3p (interacts with) IL12B","0.019120768117974585","true","interacts with","miR-223-3p (interacts with) IL12B"
"2444","interacts with","0.5946078571521584","miR-16-5p (interacts with) miR-486-5p","0.0","true","interacts with","miR-16-5p (interacts with) miR-486-5p"
"2445","interacts with","0.5049199324098637","miR-24-3p (interacts with) miR-126-5p","0.004503347265718105","true","interacts with","miR-24-3p (interacts with) miR-126-5p"
"2446","interacts with","0.15898261973919325","miR-29a-3p (interacts with) FGF23","8.407341231198018E-6","true","interacts with","miR-29a-3p (interacts with) FGF23"
"2447","interacts with","0.7534909330252717","let-7b-5p (interacts with) miR-20b-5p","0.0","true","interacts with","let-7b-5p (interacts with) miR-20b-5p"
"2448","interacts with","0.9881033672163771","miR-24-3p (interacts with) miR-126-3p","0.0","true","interacts with","miR-24-3p (interacts with) miR-126-3p"
"2449","interacts with","0.4891703613820466","miR-126-5p (interacts with) miR-126-3p","0.0","true","interacts with","miR-126-5p (interacts with) miR-126-3p"
"2450","interacts with","0.8645723540169671","miR-93-5p (interacts with) miR-223-3p","0.0","true","interacts with","miR-93-5p (interacts with) miR-223-3p"
"2451","interacts with","0.4312143274558714","miR-221-3p (interacts with) SRC","4.339388370233621E-5","true","interacts with","miR-221-3p (interacts with) SRC"
"2452","interacts with","0.47149486905263494","miR-486-5p (interacts with) miR-320a","2.7745805653012212E-11","true","interacts with","miR-486-5p (interacts with) miR-320a"
"2453","interacts with","0.1417679898963601","miR-486-5p (interacts with) REN","8.407341231198018E-6","true","interacts with","miR-486-5p (interacts with) REN"
"2454","interacts with","0.5065357302924999","miR-29a-3p (interacts with) miR-126-3p","0.0010065161030077263","true","interacts with","miR-29a-3p (interacts with) miR-126-3p"
"2455","interacts with","0.4335511400661677","let-7d-5p (interacts with) PDGFB","4.339388370233621E-5","true","interacts with","let-7d-5p (interacts with) PDGFB"
